CHECK_A,DURATION,C_HIST,PURPOSE,AMOUNT,SAVE_A,EMPLOY,INSTALL_R,PERSONAL,GUARANTEE,RESIDENCE,PROPERTY,AGE,INSTALL_P,HOUSING,N_EXIST,JOB,N_PEOPLE,TEL,FOREIGN,CREDIT
NO_CHECK_A,24,existing_paid,car_new,3757,lt_100DM,GT_7YR,4,FEMALE_DIVORCED,co-applicant,4,no_property,62,none,for_free,1,skilled_office,1,yes,yes,0
NO_CHECK_A,10,existing_paid,car_new,1418,100_500DM,1to4YR,3,MALE_SINGLE,none,2,real_estate,35,none,rent,1,unskilled_res,1,none,no,0
NO_CHECK_A,6,existing_paid,car_new,3518,lt_100DM,1to4YR,2,MALE_SINGLE,guarantor,3,savings,26,none,rent,1,skilled_office,1,none,yes,0
NO_CHECK_A,12,critical_acc,radio_tv,1934,lt_100DM,GT_7YR,2,MALE_SINGLE,none,2,no_property,26,none,own,2,skilled_office,1,none,yes,0
0to200DM,27,no_credit,business,8318,lt_100DM,GT_7YR,2,FEMALE_DIVORCED,none,4,no_property,42,none,for_free,2,mgmt_selfemp,1,yes,yes,1
NO_CHECK_A,6,critical_acc,radio_tv,1237,100_500DM,1to4YR,1,FEMALE_DIVORCED,none,1,savings,27,none,own,2,skilled_office,1,none,yes,0
0to200DM,6,existing_paid,radio_tv,368,NO_SAVINGS_ACC,GT_7YR,4,MALE_SINGLE,none,4,savings,38,none,own,1,skilled_office,1,none,yes,0
LT_0DM,12,critical_acc,car_new,2122,lt_100DM,1to4YR,3,MALE_SINGLE,none,2,real_estate,39,none,rent,2,unskilled_res,2,none,no,0
LT_0DM,24,existing_paid,furn_equip,2996,NO_SAVINGS_ACC,1to4YR,2,MALE_MARRIED,none,4,vehicle,20,none,own,1,skilled_office,1,none,yes,1
0to200DM,36,existing_paid,furn_equip,9034,100_500DM,LT_1YR,4,MALE_SINGLE,co-applicant,1,no_property,29,none,rent,1,mgmt_selfemp,1,yes,yes,1
NO_CHECK_A,24,critical_acc,furn_equip,1585,lt_100DM,4to7YR,4,MALE_SINGLE,none,3,savings,40,none,own,2,skilled_office,1,none,yes,0
0to200DM,18,existing_paid,radio_tv,1301,lt_100DM,GT_7YR,4,MALE_MARRIED,guarantor,2,real_estate,32,none,own,1,unskilled_res,1,none,yes,0
GT_200DM,6,critical_acc,car_new,1323,100_500DM,GT_7YR,2,MALE_DIVORCED,none,4,vehicle,28,none,own,2,skilled_office,2,yes,yes,0
LT_0DM,24,existing_paid,car_new,3123,lt_100DM,LT_1YR,4,FEMALE_DIVORCED,none,1,savings,27,none,own,1,skilled_office,1,none,yes,1
LT_0DM,36,existing_paid,car_used,5493,lt_100DM,GT_7YR,2,MALE_SINGLE,none,4,no_property,42,none,for_free,1,skilled_office,2,none,yes,0
GT_200DM,9,existing_paid,radio_tv,1126,100_500DM,GT_7YR,2,MALE_DIVORCED,none,4,real_estate,49,none,own,1,skilled_office,1,none,yes,0
0to200DM,24,critical_acc,radio_tv,1216,100_500DM,LT_1YR,4,MALE_SINGLE,none,4,no_property,38,bank,own,2,skilled_office,2,none,yes,1
LT_0DM,24,existing_paid,car_new,1207,lt_100DM,LT_1YR,4,FEMALE_DIVORCED,none,4,savings,24,none,rent,1,skilled_office,1,none,yes,1
NO_CHECK_A,10,existing_paid,car_new,1309,NO_SAVINGS_ACC,1to4YR,4,MALE_SINGLE,guarantor,4,savings,27,none,own,1,unskilled_res,1,none,yes,1
GT_200DM,15,critical_acc,car_used,2360,500_1000DM,1to4YR,2,MALE_SINGLE,none,2,vehicle,36,none,own,1,skilled_office,1,yes,yes,0
0to200DM,15,credit_thisbank_paid,car_new,6850,100_500DM,unemployed,1,MALE_SINGLE,none,2,savings,34,none,own,1,mgmt_selfemp,2,yes,yes,1
NO_CHECK_A,24,existing_paid,radio_tv,1413,lt_100DM,1to4YR,4,MALE_MARRIED,none,2,savings,28,none,own,1,skilled_office,1,none,yes,0
NO_CHECK_A,39,existing_paid,car_used,8588,100_500DM,GT_7YR,4,MALE_SINGLE,none,2,vehicle,45,none,own,1,mgmt_selfemp,1,yes,yes,0
LT_0DM,12,existing_paid,car_new,759,lt_100DM,4to7YR,4,MALE_SINGLE,none,2,real_estate,26,none,own,1,skilled_office,1,none,yes,1
NO_CHECK_A,36,existing_paid,car_used,4686,lt_100DM,1to4YR,2,MALE_SINGLE,none,2,no_property,32,none,for_free,1,mgmt_selfemp,1,yes,yes,0
GT_200DM,15,existing_paid,business,2687,lt_100DM,4to7YR,2,MALE_SINGLE,none,4,savings,26,none,rent,1,skilled_office,1,yes,yes,0
0to200DM,12,delay_in_past,radio_tv,585,lt_100DM,1to4YR,4,MALE_MARRIED,co-applicant,4,real_estate,20,none,rent,2,skilled_office,1,none,yes,0
NO_CHECK_A,24,existing_paid,car_new,2255,NO_SAVINGS_ACC,LT_1YR,4,MALE_SINGLE,none,1,savings,54,none,own,1,skilled_office,1,none,yes,0
LT_0DM,6,critical_acc,car_new,609,lt_100DM,4to7YR,4,FEMALE_DIVORCED,none,3,savings,37,none,own,2,skilled_office,1,none,no,0
LT_0DM,6,critical_acc,car_new,1361,lt_100DM,LT_1YR,2,MALE_SINGLE,none,4,real_estate,40,none,own,1,unskilled_res,2,none,no,0
NO_CHECK_A,36,critical_acc,furn_equip,7127,lt_100DM,LT_1YR,2,FEMALE_DIVORCED,none,4,savings,23,none,rent,2,skilled_office,1,yes,yes,1
LT_0DM,6,existing_paid,car_new,1203,100_500DM,GT_7YR,3,MALE_SINGLE,none,2,savings,43,none,own,1,skilled_office,1,yes,yes,0
NO_CHECK_A,6,critical_acc,radio_tv,700,NO_SAVINGS_ACC,GT_7YR,4,MALE_SINGLE,none,4,no_property,36,none,for_free,2,skilled_office,1,none,yes,0
NO_CHECK_A,24,critical_acc,repairs,5507,lt_100DM,GT_7YR,3,MALE_SINGLE,none,4,no_property,44,none,for_free,2,skilled_office,1,none,yes,0
LT_0DM,18,existing_paid,radio_tv,3190,lt_100DM,1to4YR,2,FEMALE_DIVORCED,none,2,real_estate,24,none,own,1,skilled_office,1,none,yes,1
LT_0DM,48,no_credit,furn_equip,7119,lt_100DM,1to4YR,3,MALE_SINGLE,none,4,no_property,53,none,for_free,2,skilled_office,2,none,yes,1
NO_CHECK_A,24,existing_paid,car_used,3488,100_500DM,4to7YR,3,FEMALE_DIVORCED,none,4,vehicle,23,none,own,1,skilled_office,1,none,yes,0
0to200DM,18,existing_paid,radio_tv,1113,lt_100DM,1to4YR,4,FEMALE_DIVORCED,guarantor,4,real_estate,26,none,own,1,unskilled_res,2,none,yes,0
0to200DM,26,existing_paid,car_used,7966,lt_100DM,LT_1YR,2,MALE_SINGLE,none,3,vehicle,30,none,own,2,skilled_office,1,none,yes,0
NO_CHECK_A,15,critical_acc,education,1532,100_500DM,1to4YR,4,FEMALE_DIVORCED,none,3,vehicle,31,none,own,1,skilled_office,1,none,yes,0
NO_CHECK_A,4,critical_acc,radio_tv,1503,lt_100DM,4to7YR,2,MALE_SINGLE,none,1,real_estate,42,none,own,2,unskilled_res,2,none,yes,0
LT_0DM,36,existing_paid,radio_tv,2302,lt_100DM,1to4YR,4,MALE_DIVORCED,none,4,vehicle,31,none,rent,1,skilled_office,1,none,yes,1
LT_0DM,6,existing_paid,car_new,662,lt_100DM,LT_1YR,3,MALE_SINGLE,none,4,real_estate,41,none,own,1,unskilled_res,2,yes,yes,0
0to200DM,36,existing_paid,education,2273,lt_100DM,4to7YR,3,MALE_SINGLE,none,1,vehicle,32,none,own,2,skilled_office,2,none,yes,0
0to200DM,15,existing_paid,car_new,2631,100_500DM,1to4YR,2,FEMALE_DIVORCED,none,4,vehicle,28,none,rent,2,skilled_office,1,yes,yes,1
NO_CHECK_A,12,delay_in_past,car_used,1503,lt_100DM,1to4YR,4,MALE_MARRIED,none,4,real_estate,41,none,rent,1,skilled_office,1,none,yes,0
NO_CHECK_A,24,existing_paid,radio_tv,1311,100_500DM,4to7YR,4,MALE_MARRIED,none,3,savings,26,none,own,1,skilled_office,1,yes,yes,0
NO_CHECK_A,24,existing_paid,radio_tv,3105,NO_SAVINGS_ACC,LT_1YR,4,MALE_SINGLE,none,2,vehicle,25,none,own,2,skilled_office,1,none,yes,0
GT_200DM,21,critical_acc,education,2319,lt_100DM,LT_1YR,2,MALE_DIVORCED,none,1,vehicle,33,none,rent,1,skilled_office,1,none,yes,1
LT_0DM,6,existing_paid,car_new,1374,NO_SAVINGS_ACC,unemployed,4,FEMALE_DIVORCED,none,3,savings,75,none,own,1,mgmt_selfemp,1,yes,yes,0
0to200DM,18,critical_acc,furn_equip,3612,lt_100DM,GT_7YR,3,FEMALE_DIVORCED,none,4,savings,37,none,own,1,skilled_office,1,yes,yes,0
LT_0DM,48,existing_paid,car_new,7763,lt_100DM,GT_7YR,4,MALE_SINGLE,none,4,no_property,42,bank,for_free,1,mgmt_selfemp,1,none,yes,1
GT_200DM,18,existing_paid,furn_equip,3049,lt_100DM,LT_1YR,1,FEMALE_DIVORCED,none,1,savings,45,stores,own,1,unskilled_res,1,none,yes,0
0to200DM,12,existing_paid,radio_tv,1534,lt_100DM,LT_1YR,1,MALE_MARRIED,none,1,real_estate,23,none,rent,1,skilled_office,1,none,yes,1
NO_CHECK_A,24,delay_in_past,car_new,2032,lt_100DM,GT_7YR,4,MALE_SINGLE,none,4,no_property,60,none,for_free,2,skilled_office,1,yes,yes,0
LT_0DM,30,existing_paid,furn_equip,6350,NO_SAVINGS_ACC,GT_7YR,4,MALE_SINGLE,none,4,savings,31,none,own,1,skilled_office,1,none,yes,1
GT_200DM,18,existing_paid,furn_equip,2864,lt_100DM,1to4YR,2,MALE_SINGLE,none,1,real_estate,34,none,own,1,unskilled_res,2,none,yes,1
NO_CHECK_A,12,critical_acc,car_new,1255,lt_100DM,GT_7YR,4,MALE_SINGLE,none,4,real_estate,61,none,own,2,unskilled_res,1,none,yes,0
LT_0DM,24,delay_in_past,car_new,1333,lt_100DM,unemployed,4,MALE_SINGLE,none,2,real_estate,43,none,for_free,2,skilled_office,2,none,yes,1
NO_CHECK_A,24,critical_acc,car_new,2022,lt_100DM,1to4YR,4,FEMALE_DIVORCED,none,4,vehicle,37,none,own,1,skilled_office,1,yes,yes,0
NO_CHECK_A,24,existing_paid,radio_tv,1552,lt_100DM,4to7YR,3,MALE_SINGLE,none,1,vehicle,32,bank,own,1,skilled_office,2,none,yes,0
LT_0DM,12,credit_thisbank_paid,radio_tv,626,lt_100DM,1to4YR,4,FEMALE_DIVORCED,none,4,real_estate,24,bank,own,1,unskilled_res,1,none,yes,1
NO_CHECK_A,48,critical_acc,car_used,8858,NO_SAVINGS_ACC,4to7YR,2,MALE_SINGLE,none,1,no_property,35,none,for_free,2,skilled_office,1,yes,yes,0
NO_CHECK_A,12,critical_acc,repairs,996,NO_SAVINGS_ACC,4to7YR,4,FEMALE_DIVORCED,none,4,real_estate,23,none,own,2,skilled_office,1,none,yes,0
NO_CHECK_A,6,credit_thisbank_paid,radio_tv,1750,500_1000DM,GT_7YR,2,MALE_SINGLE,none,4,savings,45,bank,own,1,unskilled_res,2,none,yes,0
LT_0DM,48,existing_paid,radio_tv,6999,lt_100DM,4to7YR,1,MALE_MARRIED,guarantor,1,real_estate,34,none,own,2,skilled_office,1,yes,yes,1
0to200DM,12,critical_acc,car_new,1995,100_500DM,LT_1YR,4,MALE_SINGLE,none,1,vehicle,27,none,own,1,skilled_office,1,none,yes,0
0to200DM,9,existing_paid,education,1199,lt_100DM,4to7YR,4,FEMALE_DIVORCED,none,4,savings,67,none,own,2,mgmt_selfemp,1,yes,yes,0
0to200DM,12,existing_paid,radio_tv,1331,lt_100DM,LT_1YR,2,MALE_SINGLE,none,1,vehicle,22,stores,own,1,skilled_office,1,none,yes,1
0to200DM,18,no_credit,car_new,2278,100_500DM,LT_1YR,3,FEMALE_DIVORCED,none,3,vehicle,28,none,own,2,skilled_office,1,none,yes,1
NO_CHECK_A,21,no_credit,car_new,5003,NO_SAVINGS_ACC,1to4YR,1,FEMALE_DIVORCED,none,4,savings,29,bank,own,2,skilled_office,1,yes,yes,1
LT_0DM,24,credit_thisbank_paid,furn_equip,3552,lt_100DM,4to7YR,3,MALE_SINGLE,none,4,vehicle,27,bank,own,1,skilled_office,1,none,yes,1
0to200DM,18,critical_acc,furn_equip,1928,lt_100DM,LT_1YR,2,MALE_SINGLE,none,2,real_estate,31,none,own,2,unskilled_res,1,none,yes,1
LT_0DM,24,existing_paid,car_used,2964,NO_SAVINGS_ACC,GT_7YR,4,MALE_SINGLE,none,4,no_property,49,bank,for_free,1,skilled_office,2,yes,yes,0
LT_0DM,24,credit_thisbank_paid,radio_tv,1546,lt_100DM,4to7YR,4,MALE_SINGLE,guarantor,4,vehicle,24,bank,rent,1,unskilled_res,1,none,yes,1
GT_200DM,6,delay_in_past,radio_tv,683,lt_100DM,LT_1YR,2,FEMALE_DIVORCED,none,1,savings,29,bank,own,1,skilled_office,1,none,yes,0
0to200DM,36,existing_paid,car_new,12389,NO_SAVINGS_ACC,1to4YR,1,MALE_SINGLE,none,4,no_property,37,none,for_free,1,skilled_office,1,yes,yes,1
0to200DM,24,delay_in_past,business,4712,NO_SAVINGS_ACC,1to4YR,4,MALE_SINGLE,none,2,savings,37,bank,own,2,mgmt_selfemp,1,yes,yes,0
0to200DM,24,delay_in_past,radio_tv,1553,100_500DM,4to7YR,3,FEMALE_DIVORCED,none,2,savings,23,none,rent,2,skilled_office,1,yes,yes,0
LT_0DM,12,existing_paid,car_new,1372,lt_100DM,4to7YR,2,MALE_DIVORCED,none,3,vehicle,36,none,own,1,skilled_office,1,none,yes,1
NO_CHECK_A,24,critical_acc,radio_tv,2578,GT_1000DM,GT_7YR,2,MALE_SINGLE,none,2,vehicle,34,none,own,1,skilled_office,1,none,yes,0
0to200DM,48,existing_paid,radio_tv,3979,NO_SAVINGS_ACC,4to7YR,4,MALE_SINGLE,none,1,vehicle,41,none,own,2,skilled_office,2,yes,yes,0
LT_0DM,48,existing_paid,radio_tv,6758,lt_100DM,1to4YR,3,FEMALE_DIVORCED,none,2,vehicle,31,none,own,1,skilled_office,1,yes,yes,1
LT_0DM,24,existing_paid,furn_equip,3234,lt_100DM,LT_1YR,4,FEMALE_DIVORCED,none,4,real_estate,23,none,rent,1,unskilled_res,1,yes,yes,1
NO_CHECK_A,30,critical_acc,radio_tv,5954,lt_100DM,4to7YR,3,MALE_SINGLE,co-applicant,2,vehicle,38,none,own,1,skilled_office,1,none,yes,0
NO_CHECK_A,24,existing_paid,car_used,5433,NO_SAVINGS_ACC,unemployed,2,FEMALE_DIVORCED,none,4,savings,26,none,rent,1,mgmt_selfemp,1,yes,yes,0
LT_0DM,15,existing_paid,business,806,lt_100DM,1to4YR,4,FEMALE_DIVORCED,none,4,savings,22,none,own,1,unskilled_res,1,none,yes,0
0to200DM,9,existing_paid,radio_tv,1082,lt_100DM,GT_7YR,4,MALE_SINGLE,none,4,vehicle,27,none,own,2,unskilled_res,1,none,yes,0
NO_CHECK_A,15,critical_acc,furn_equip,2788,lt_100DM,4to7YR,2,FEMALE_DIVORCED,co-applicant,3,vehicle,24,bank,own,2,skilled_office,1,none,yes,0
0to200DM,12,existing_paid,radio_tv,2930,lt_100DM,4to7YR,2,FEMALE_DIVORCED,none,1,real_estate,27,none,own,1,skilled_office,1,none,yes,0
NO_CHECK_A,24,critical_acc,education,1927,NO_SAVINGS_ACC,1to4YR,3,FEMALE_DIVORCED,none,2,vehicle,33,none,own,2,skilled_office,1,yes,yes,0
0to200DM,36,critical_acc,car_new,2820,lt_100DM,LT_1YR,4,MALE_DIVORCED,none,4,vehicle,27,none,own,2,skilled_office,1,none,yes,1
NO_CHECK_A,24,existing_paid,retrain,937,lt_100DM,LT_1YR,4,MALE_MARRIED,none,3,vehicle,27,none,own,2,unskilled_res,1,none,yes,0
0to200DM,18,critical_acc,car_new,1056,lt_100DM,GT_7YR,3,MALE_SINGLE,guarantor,3,real_estate,30,bank,own,2,skilled_office,1,none,yes,1
0to200DM,12,critical_acc,car_new,3124,lt_100DM,LT_1YR,1,MALE_SINGLE,none,3,real_estate,49,bank,own,2,unskilled_res,2,none,yes,0
NO_CHECK_A,9,existing_paid,furn_equip,1388,lt_100DM,1to4YR,4,FEMALE_DIVORCED,none,2,real_estate,26,none,rent,1,skilled_office,1,none,yes,0
0to200DM,36,existing_paid,repairs,2384,lt_100DM,LT_1YR,4,MALE_SINGLE,none,1,no_property,33,none,rent,1,unskilled_res,1,none,yes,1
NO_CHECK_A,12,existing_paid,car_new,2133,NO_SAVINGS_ACC,GT_7YR,4,FEMALE_DIVORCED,none,4,no_property,52,none,for_free,1,mgmt_selfemp,1,yes,yes,0
LT_0DM,18,existing_paid,furn_equip,2039,lt_100DM,1to4YR,1,FEMALE_DIVORCED,none,4,real_estate,20,bank,rent,1,skilled_office,1,none,yes,1
LT_0DM,9,critical_acc,car_new,2799,lt_100DM,1to4YR,2,MALE_SINGLE,none,2,real_estate,36,none,rent,2,skilled_office,2,none,yes,0
LT_0DM,12,existing_paid,furn_equip,1289,lt_100DM,1to4YR,4,MALE_SINGLE,guarantor,1,savings,21,none,own,1,unskilled_res,1,none,yes,0
LT_0DM,18,existing_paid,dom_app,1217,lt_100DM,1to4YR,4,MALE_MARRIED,none,3,real_estate,47,none,own,1,unskilled_res,1,yes,yes,1
LT_0DM,12,critical_acc,furn_equip,2246,lt_100DM,GT_7YR,3,MALE_SINGLE,none,3,savings,60,none,own,2,skilled_office,1,none,yes,1
LT_0DM,12,critical_acc,radio_tv,385,lt_100DM,4to7YR,4,FEMALE_DIVORCED,none,3,real_estate,58,none,own,4,unskilled_res,1,yes,yes,0
0to200DM,24,delay_in_past,car_new,1965,NO_SAVINGS_ACC,1to4YR,4,FEMALE_DIVORCED,none,4,vehicle,42,none,rent,2,skilled_office,1,yes,yes,0
NO_CHECK_A,21,existing_paid,business,1572,GT_1000DM,GT_7YR,4,FEMALE_DIVORCED,none,4,real_estate,36,bank,own,1,unskilled_res,1,none,yes,0
0to200DM,24,existing_paid,car_new,2718,lt_100DM,1to4YR,3,FEMALE_DIVORCED,none,4,savings,20,none,rent,1,unskilled_res,1,yes,yes,1
LT_0DM,24,credit_thisbank_paid,car_used0,1358,NO_SAVINGS_ACC,GT_7YR,4,MALE_SINGLE,none,3,vehicle,40,stores,own,1,mgmt_selfemp,1,yes,yes,1
0to200DM,6,credit_thisbank_paid,car_new,931,100_500DM,LT_1YR,1,FEMALE_DIVORCED,none,1,savings,32,stores,own,1,unskilled_res,1,none,yes,1
LT_0DM,24,existing_paid,car_new,1442,lt_100DM,4to7YR,4,FEMALE_DIVORCED,none,4,vehicle,23,none,rent,2,skilled_office,1,none,yes,1
0to200DM,24,no_credit,business,4241,lt_100DM,1to4YR,1,MALE_SINGLE,none,4,real_estate,36,none,own,3,unskilled_res,1,yes,yes,1
NO_CHECK_A,18,critical_acc,car_new,2775,lt_100DM,4to7YR,2,MALE_SINGLE,none,2,savings,31,bank,own,2,skilled_office,1,none,yes,1
NO_CHECK_A,24,delay_in_past,business,3863,lt_100DM,1to4YR,1,MALE_SINGLE,none,2,no_property,32,none,for_free,1,skilled_office,1,none,yes,0
0to200DM,7,existing_paid,radio_tv,2329,lt_100DM,LT_1YR,1,FEMALE_DIVORCED,guarantor,1,real_estate,45,none,own,1,skilled_office,1,none,yes,0
0to200DM,9,existing_paid,furn_equip,918,lt_100DM,1to4YR,4,FEMALE_DIVORCED,none,1,savings,30,none,own,1,skilled_office,1,none,yes,1
0to200DM,24,credit_thisbank_paid,education,1837,lt_100DM,4to7YR,4,FEMALE_DIVORCED,none,4,no_property,34,bank,for_free,1,unskilled_res,1,none,yes,1
NO_CHECK_A,36,existing_paid,furn_equip,3349,lt_100DM,1to4YR,4,FEMALE_DIVORCED,none,2,vehicle,28,none,own,1,mgmt_selfemp,1,yes,yes,1
GT_200DM,10,existing_paid,furn_equip,1275,lt_100DM,LT_1YR,4,FEMALE_DIVORCED,none,2,savings,23,none,own,1,skilled_office,1,none,yes,0
LT_0DM,24,credit_thisbank_paid,furn_equip,2828,500_1000DM,1to4YR,4,MALE_SINGLE,none,4,real_estate,22,stores,own,1,skilled_office,1,yes,yes,0
NO_CHECK_A,24,critical_acc,business,4526,lt_100DM,1to4YR,3,MALE_SINGLE,none,2,real_estate,74,none,own,1,mgmt_selfemp,1,yes,yes,0
0to200DM,36,existing_paid,radio_tv,2671,100_500DM,1to4YR,4,FEMALE_DIVORCED,co-applicant,4,no_property,50,none,for_free,1,skilled_office,1,none,yes,1
NO_CHECK_A,18,existing_paid,radio_tv,2051,lt_100DM,LT_1YR,4,MALE_SINGLE,none,1,real_estate,33,none,own,1,skilled_office,1,none,yes,0
NO_CHECK_A,15,existing_paid,car_used,1300,NO_SAVINGS_ACC,GT_7YR,4,MALE_SINGLE,none,4,no_property,45,bank,for_free,1,skilled_office,2,none,yes,0
LT_0DM,12,existing_paid,dom_app,741,100_500DM,unemployed,4,FEMALE_DIVORCED,none,3,savings,22,none,own,1,skilled_office,1,none,yes,1
GT_200DM,10,existing_paid,car_new,1240,100_500DM,GT_7YR,1,FEMALE_DIVORCED,none,4,no_property,48,none,for_free,1,unskilled_res,2,none,yes,1
LT_0DM,21,existing_paid,radio_tv,3357,GT_1000DM,LT_1YR,4,FEMALE_DIVORCED,none,2,vehicle,29,bank,own,1,skilled_office,1,none,yes,0
LT_0DM,24,credit_thisbank_paid,car_used,3632,lt_100DM,1to4YR,1,FEMALE_DIVORCED,guarantor,4,vehicle,22,bank,rent,1,skilled_office,1,none,no,0
NO_CHECK_A,18,delay_in_past,furn_equip,1808,lt_100DM,4to7YR,4,FEMALE_DIVORCED,none,1,real_estate,22,none,own,1,skilled_office,1,none,yes,1
0to200DM,48,no_credit,business,12204,NO_SAVINGS_ACC,1to4YR,2,MALE_SINGLE,none,2,vehicle,48,bank,own,1,mgmt_selfemp,1,yes,yes,0
0to200DM,60,delay_in_past,radio_tv,9157,NO_SAVINGS_ACC,1to4YR,2,MALE_SINGLE,none,2,no_property,27,none,for_free,1,mgmt_selfemp,1,none,yes,0
LT_0DM,6,critical_acc,car_new,3676,lt_100DM,1to4YR,1,MALE_SINGLE,none,3,real_estate,37,none,rent,3,skilled_office,2,none,yes,0
0to200DM,30,existing_paid,furn_equip,3441,100_500DM,1to4YR,2,FEMALE_DIVORCED,co-applicant,4,vehicle,21,none,rent,1,skilled_office,1,none,yes,1
NO_CHECK_A,12,existing_paid,car_new,640,lt_100DM,1to4YR,4,MALE_DIVORCED,none,2,real_estate,49,none,own,1,unskilled_res,1,none,yes,0
0to200DM,21,critical_acc,business,3652,lt_100DM,4to7YR,2,MALE_SINGLE,none,3,savings,27,none,own,2,skilled_office,1,none,yes,0
NO_CHECK_A,18,critical_acc,car_new,1530,lt_100DM,1to4YR,3,MALE_SINGLE,none,2,savings,32,bank,own,2,skilled_office,1,none,yes,1
NO_CHECK_A,48,existing_paid,business,3914,NO_SAVINGS_ACC,1to4YR,4,MALE_DIVORCED,none,2,real_estate,38,bank,own,1,skilled_office,1,none,yes,1
LT_0DM,12,existing_paid,furn_equip,1858,lt_100DM,LT_1YR,4,FEMALE_DIVORCED,none,1,vehicle,22,none,rent,1,skilled_office,1,none,yes,0
LT_0DM,18,existing_paid,radio_tv,2600,lt_100DM,1to4YR,4,MALE_SINGLE,none,4,no_property,65,none,for_free,2,skilled_office,1,none,yes,1
NO_CHECK_A,15,existing_paid,radio_tv,1979,NO_SAVINGS_ACC,GT_7YR,4,MALE_SINGLE,none,2,vehicle,35,none,own,1,skilled_office,1,none,yes,0
GT_200DM,6,existing_paid,furn_equip,2116,lt_100DM,1to4YR,2,MALE_SINGLE,none,2,real_estate,41,none,own,1,skilled_office,1,yes,yes,0
0to200DM,9,credit_thisbank_paid,car_new,1437,100_500DM,4to7YR,2,MALE_SINGLE,none,3,no_property,29,none,own,1,skilled_office,1,none,yes,1
NO_CHECK_A,42,critical_acc,furn_equip,4042,500_1000DM,1to4YR,4,MALE_SINGLE,none,4,real_estate,36,none,own,2,skilled_office,1,yes,yes,0
NO_CHECK_A,9,existing_paid,education,3832,NO_SAVINGS_ACC,GT_7YR,1,MALE_SINGLE,none,4,real_estate,64,none,own,1,unskilled_res,1,none,yes,0
LT_0DM,24,existing_paid,radio_tv,3660,lt_100DM,1to4YR,2,FEMALE_DIVORCED,none,4,vehicle,28,none,own,1,skilled_office,1,none,yes,0
LT_0DM,18,credit_thisbank_paid,furn_equip,1553,lt_100DM,1to4YR,4,MALE_SINGLE,none,3,vehicle,44,bank,own,1,skilled_office,1,none,yes,1
0to200DM,15,existing_paid,radio_tv,1444,NO_SAVINGS_ACC,LT_1YR,4,MALE_SINGLE,none,1,savings,23,none,own,1,skilled_office,1,none,yes,0
NO_CHECK_A,9,existing_paid,furn_equip,1980,lt_100DM,LT_1YR,2,FEMALE_DIVORCED,co-applicant,2,vehicle,19,none,rent,2,skilled_office,1,none,yes,1
0to200DM,24,existing_paid,car_new,1355,lt_100DM,LT_1YR,3,FEMALE_DIVORCED,none,4,vehicle,25,none,own,1,unskilled_res,1,yes,yes,1
NO_CHECK_A,12,existing_paid,education,1393,lt_100DM,GT_7YR,4,MALE_SINGLE,none,4,savings,47,bank,own,3,skilled_office,2,yes,yes,0
NO_CHECK_A,24,existing_paid,radio_tv,1376,500_1000DM,4to7YR,4,FEMALE_DIVORCED,none,1,vehicle,28,none,own,1,skilled_office,1,none,yes,0
NO_CHECK_A,60,delay_in_past,radio_tv,15653,lt_100DM,4to7YR,2,MALE_SINGLE,none,4,vehicle,21,none,own,2,skilled_office,1,yes,yes,0
NO_CHECK_A,12,existing_paid,radio_tv,1493,lt_100DM,LT_1YR,4,FEMALE_DIVORCED,none,3,vehicle,34,none,own,1,skilled_office,2,none,yes,0
LT_0DM,42,delay_in_past,radio_tv,4370,lt_100DM,4to7YR,3,MALE_SINGLE,none,2,savings,26,bank,own,2,skilled_office,2,yes,yes,1
LT_0DM,18,existing_paid,education,750,lt_100DM,unemployed,4,FEMALE_DIVORCED,none,1,real_estate,27,none,own,1,unskilled_non_res,1,none,yes,1
0to200DM,15,existing_paid,repairs,1308,lt_100DM,GT_7YR,4,MALE_SINGLE,none,4,vehicle,38,none,own,2,unskilled_res,1,none,yes,0
NO_CHECK_A,15,existing_paid,education,4623,100_500DM,1to4YR,3,MALE_SINGLE,none,2,savings,40,none,own,1,mgmt_selfemp,1,yes,yes,1
NO_CHECK_A,24,critical_acc,radio_tv,1851,lt_100DM,4to7YR,4,MALE_MARRIED,guarantor,2,vehicle,33,none,own,2,skilled_office,1,yes,yes,0
LT_0DM,18,critical_acc,radio_tv,1880,lt_100DM,4to7YR,4,MALE_MARRIED,none,1,savings,32,none,own,2,mgmt_selfemp,1,yes,yes,0
NO_CHECK_A,36,delay_in_past,business,7980,NO_SAVINGS_ACC,LT_1YR,4,MALE_SINGLE,none,4,vehicle,27,none,rent,2,skilled_office,1,yes,yes,1
LT_0DM,30,no_credit,furn_equip,4583,lt_100DM,1to4YR,2,MALE_DIVORCED,guarantor,2,real_estate,32,none,own,2,skilled_office,1,none,yes,0
NO_CHECK_A,12,existing_paid,car_new,1386,500_1000DM,1to4YR,2,FEMALE_DIVORCED,none,2,savings,26,none,own,1,skilled_office,1,none,yes,1
GT_200DM,24,existing_paid,car_new,947,lt_100DM,4to7YR,4,MALE_SINGLE,none,3,no_property,38,bank,for_free,1,skilled_office,2,none,yes,1
LT_0DM,12,existing_paid,education,684,lt_100DM,1to4YR,4,MALE_SINGLE,none,4,vehicle,40,none,rent,1,unskilled_res,2,none,yes,1
